date,close,kdjk,kdjd,kdjj,signal,signal_2
1998-07-30,17.33,78.4032,71.7197,91.7703,0.0,0.0
1998-07-31,17.26,77.3524,73.5973,84.8628,0.0,0.0
1998-08-03,16.66,61.3928,69.5291,45.1203,-1.0,0.0
1998-08-04,16.89,51.5625,63.5402,27.607,0.0,0.0
1998-08-05,16.92,45.6225,57.5676,21.7321,0.0,0.0
1998-08-06,16.68,36.7544,50.6299,9.0035,0.0,0.0
1998-08-07,16.65,31.0298,44.0965,4.8962,0.0,0.0
1998-08-10,16.33,25.1963,37.7965,-0.004,0.0,0.0
1998-08-11,15.95,17.7499,31.1143,-8.9788,0.0,0.0
1998-08-12,16.14,21.5051,27.9112,8.6929,0.0,0.0
1998-08-13,16.13,24.9957,26.9394,21.1083,0.0,0.0
1998-08-14,15.85,22.2193,25.366,15.9259,0.0,0.0
1998-08-17,15.19,17.7048,22.8123,7.4899,0.0,0.0
1998-08-18,15.39,17.7393,21.1213,10.9753,0.0,0.0
1998-08-19,15.92,27.9665,23.403,37.0935,1.0,0.0
1998-08-20,15.88,36.9777,27.9279,55.0772,0.0,0.0
1998-08-21,17.16,54.0396,36.6318,88.8551,0.0,0.0
1998-08-24,16.76,59.493,44.2522,89.9747,0.0,0.0
1998-08-25,16.61,61.1287,49.8777,83.6307,0.0,0.0
1998-08-26,16.4,59.4191,53.0582,72.141,0.0,0.0
1998-08-27,16.09,54.1461,53.4208,55.5966,0.0,0.0
1998-08-28,15.92,48.2795,51.707,41.4243,-1.0,0.0
1998-08-31,16.14,43.9323,49.1155,33.5661,0.0,0.0
1998-09-01,15.87,35.4549,44.5619,17.2408,0.0,0.0
1998-09-02,15.83,29.1366,39.4202,8.5695,0.0,0.0
1998-09-03,15.8,24.4244,34.4216,4.43,0.0,0.0
1998-09-04,15.91,24.3221,31.0551,10.8562,0.0,0.0
1998-09-07,15.92,24.4501,28.8534,15.6433,0.0,0.0
1998-09-08,15.95,32.9667,30.2245,38.4511,1.0,0.0
1998-09-09,16.01,41.9778,34.1423,57.6489,0.0,0.0
1998-09-10,16.23,52.5643,40.283,77.1271,0.0,0.0
1998-09-11,16.05,49.8108,43.4589,62.5146,0.0,0.0
1998-09-14,16.09,49.6629,45.5269,57.9349,0.0,0.0
1998-09-15,16.21,53.7226,48.2588,64.6503,0.0,0.0
1998-09-16,16.09,51.166,49.2279,55.0422,0.0,0.0
1998-09-17,15.8,36.7422,45.066,20.0947,-1.0,0.0
1998-09-18,15.66,26.717,38.9497,2.2518,0.0,0.0
1998-09-21,15.62,23.4717,33.7904,2.8345,0.0,0.0
1998-09-22,15.67,22.8805,30.1538,8.3341,0.0,0.0
1998-09-23,15.79,26.26,28.8558,21.0683,0.0,0.0
1998-09-24,15.49,19.079,25.5969,6.0432,0.0,0.0
1998-09-25,15.45,14.8027,21.9988,0.4104,0.0,0.0
1998-09-28,15.51,15.153,19.7169,6.0252,0.0,0.0
1998-09-29,15.74,24.7361,21.39,31.4285,1.0,0.0
1998-09-30,15.77,32.3444,25.0414,46.9504,0.0,0.0
1998-10-05,15.54,28.067,26.05,32.1011,0.0,0.0
1998-10-06,15.36,19.1035,23.7345,9.8415,-1.0,0.0
1998-10-07,15.29,14.4718,20.6469,2.1215,0.0,0.0
1998-10-08,15.32,12.4256,17.9065,1.4639,0.0,0.0
1998-10-09,15.28,9.6726,15.1619,-1.3058,0.0,0.0
1998-10-12,15.21,9.7818,13.3685,2.6083,0.0,0.0
1998-10-13,15.25,11.0666,12.6012,7.9975,0.0,0.0
1998-10-14,15.14,8.8592,11.3539,3.8699,0.0,0.0
1998-10-15,15.3,17.0173,13.2417,24.5684,1.0,1.0
1998-10-16,15.27,24.6782,17.0538,39.9268,0.0,0.0
1998-10-19,15.24,29.1188,21.0755,45.2054,0.0,0.0
1998-10-20,15.14,25.4125,22.5212,31.1952,0.0,0.0
1998-10-21,14.71,17.3338,20.7921,10.4174,-1.0,0.0
1998-10-22,14.58,18.814,20.1327,16.1765,0.0,0.0
1998-10-23,14.91,27.1412,22.4689,36.4858,1.0,0.0
1998-10-26,14.54,23.6902,22.876,25.3187,0.0,0.0
1998-10-27,14.37,17.2533,21.0018,9.7565,-1.0,0.0
1998-10-28,14.37,13.193,18.3989,2.7814,0.0,0.0
1998-10-29,14.47,13.3192,16.7056,6.5463,0.0,0.0
1998-10-30,14.89,23.4033,18.9382,32.3334,1.0,0.0
1998-11-02,14.79,27.745,21.8738,39.4875,0.0,0.0
1998-11-03,14.62,26.5919,23.4465,32.8828,0.0,0.0
1998-11-04,14.7,27.7279,24.8737,33.4365,0.0,0.0
1998-11-05,14.87,39.8621,29.8698,59.8467,0.0,0.0
1998-11-06,14.98,51.9371,37.2256,81.3601,0.0,0.0
1998-11-09,15.2,64.6901,46.3804,101.3094,0.0,0.0
1998-11-10,15.43,70.5077,54.4228,102.6774,0.0,0.0
1998-11-11,15.28,69.039,59.2949,88.5273,0.0,0.0
1998-11-12,15.48,70.2235,62.9378,84.7951,0.0,0.0
1998-11-13,15.49,71.2601,65.7119,82.3566,0.0,0.0
1998-11-16,17.0,80.8401,70.7546,101.011,0.0,0.0
1998-11-17,17.1,80.2476,73.9189,92.9048,0.0,0.0
1998-11-18,17.02,78.2701,75.3693,84.0716,0.0,0.0
1998-11-19,16.76,73.3593,74.6993,70.6794,-1.0,0.0
1998-11-20,16.77,69.7552,73.0513,63.163,0.0,0.0
1998-11-23,16.56,64.1429,70.0818,52.265,0.0,0.0
1998-11-24,16.56,60.34,66.8346,47.351,0.0,0.0
1998-11-25,16.09,50.4195,61.3629,28.5328,0.0,0.0
1998-11-26,15.91,38.6359,53.7872,8.3332,0.0,0.0
1998-11-27,15.7,26.5434,44.7059,-9.7817,0.0,0.0
1998-11-30,15.85,23.7562,37.7227,-4.1768,0.0,0.0
1998-12-01,15.64,18.7072,31.3842,-6.6467,0.0,0.0
1998-12-02,15.8,18.9592,27.2425,2.3925,0.0,0.0
1998-12-03,15.91,22.516,25.667,16.214,0.0,0.0
1998-12-04,15.87,24.3857,25.2399,22.6772,0.0,0.0
1998-12-07,15.75,22.5563,24.3454,18.9782,0.0,0.0
1998-12-08,15.78,25.7518,24.8142,27.6271,1.0,0.0
1998-12-09,15.63,21.9298,23.8527,18.0839,-1.0,0.0
1998-12-10,15.35,16.2072,21.3042,6.0131,0.0,0.0
1998-12-11,15.58,21.015,21.2078,20.6294,0.0,0.0
1998-12-14,15.26,14.6106,19.0087,5.8143,0.0,0.0
1998-12-15,15.27,16.6031,18.2069,13.3957,0.0,0.0
1998-12-16,15.12,14.255,16.8896,8.9859,0.0,0.0
1998-12-17,14.89,10.3922,14.7238,1.7291,0.0,0.0
1998-12-18,14.93,11.2017,13.5498,6.5055,0.0,0.0
1998-12-21,15.01,14.313,13.8042,15.3307,1.0,1.0
1998-12-22,15.21,25.8299,17.8127,41.8642,0.0,0.0
1998-12-23,15.05,27.5648,21.0634,40.5674,0.0,0.0
1998-12-24,15.0,28.5617,23.5628,38.5594,0.0,0.0
1998-12-25,15.05,32.474,26.5332,44.3555,0.0,0.0
1998-12-28,14.95,30.107,27.7245,34.8721,0.0,0.0
1998-12-29,14.81,21.5865,25.6785,13.4025,-1.0,0.0
1998-12-30,14.92,23.6503,25.0024,20.946,0.0,0.0
1998-12-31,14.85,21.7854,23.9301,17.496,0.0,0.0
1999-01-04,14.55,15.2562,21.0388,3.691,0.0,0.0
1999-01-05,14.49,15.7263,19.268,8.6431,0.0,0.0
1999-01-06,14.58,19.3731,19.303,19.5133,1.0,1.0
1999-01-07,14.9,31.963,23.523,48.8431,0.0,0.0
1999-01-08,15.04,47.0031,31.3497,78.31,0.0,0.0
1999-01-11,15.0,55.8968,39.5321,88.6263,0.0,0.0
1999-01-12,14.73,52.3523,43.8055,69.4458,0.0,0.0
1999-01-13,14.65,47.1822,44.9311,51.6845,0.0,0.0
1999-01-14,14.7,45.4899,45.1173,46.235,0.0,0.0
1999-01-15,14.62,41.5547,43.9298,36.8044,-1.0,0.0
1999-01-18,14.88,45.2245,44.3613,46.9507,1.0,0.0
1999-01-19,14.86,46.1497,44.9574,48.5341,0.0,0.0
1999-01-20,14.72,41.3945,43.7698,36.6438,-1.0,0.0
1999-01-21,14.66,35.3258,40.9551,24.0671,0.0,0.0
1999-01-22,14.71,37.5505,39.8202,33.011,0.0,0.0
1999-01-25,14.52,27.5978,35.7461,11.3012,0.0,0.0
1999-01-26,14.43,20.0652,30.5191,-0.8427,0.0,0.0
1999-01-27,14.49,18.8413,26.6265,3.2708,0.0,0.0
1999-01-28,14.39,13.619,22.2907,-3.7242,0.0,0.0
1999-01-29,14.47,17.1746,20.5853,10.3532,0.0,0.0
1999-02-01,14.28,12.4159,17.8622,1.5234,0.0,0.0
1999-02-02,14.29,15.3884,17.0376,12.09,0.0,0.0
1999-02-03,14.16,11.5923,15.2225,4.3318,0.0,0.0
1999-02-04,13.84,8.3882,12.9444,-0.7241,0.0,0.0
1999-02-05,13.55,7.0414,10.9767,-0.8292,0.0,0.0
1999-02-08,13.4,8.4768,10.1434,5.1435,0.0,0.0
1999-02-09,13.59,13.9254,11.4041,18.9681,1.0,1.0
1999-03-01,13.86,23.9408,15.583,40.6565,0.0,0.0
1999-03-02,13.72,28.1743,19.7801,44.9627,0.0,0.0
1999-03-03,13.84,37.3014,25.6205,60.6631,0.0,0.0
1999-03-04,13.68,38.4478,29.8963,55.5509,0.0,0.0
1999-03-05,13.81,47.7249,35.8392,71.4964,0.0,0.0
1999-03-08,13.67,51.724,41.1341,72.9038,0.0,0.0
1999-03-09,13.97,59.8299,47.366,84.7576,0.0,0.0
1999-03-10,13.75,55.5729,50.1017,66.5153,0.0,0.0
1999-03-11,13.91,56.5724,52.2586,65.2,0.0,0.0
1999-03-12,13.99,61.0483,55.1885,72.7679,0.0,0.0
1999-03-15,13.93,60.9887,57.1219,68.7223,0.0,0.0
1999-03-16,13.83,53.4369,55.8936,48.5236,-1.0,0.0
1999-03-17,13.9,52.2913,54.6928,47.4882,0.0,0.0
1999-03-18,13.76,43.7497,51.0451,29.159,0.0,0.0
1999-03-19,13.86,44.2203,48.7702,35.1205,0.0,0.0
1999-03-22,13.73,38.4087,45.3164,24.5935,0.0,0.0
1999-03-23,13.68,31.5582,40.7303,13.214,0.0,0.0
1999-03-24,14.04,38.2673,39.9093,34.9832,0.0,0.0
1999-03-25,13.81,34.1257,37.9814,26.4143,0.0,0.0
1999-03-26,13.78,30.2411,35.4013,19.9207,0.0,0.0
1999-03-29,13.88,31.3967,34.0665,26.0572,0.0,0.0
1999-03-30,13.75,27.2982,31.8104,18.2738,0.0,0.0
1999-03-31,13.69,22.3186,28.6465,9.663,0.0,0.0
1999-04-01,13.63,18.1049,25.1326,4.0495,0.0,0.0
1999-04-02,13.76,19.9552,23.4068,13.0521,0.0,0.0
1999-04-05,13.99,29.4325,25.4154,37.4668,1.0,0.0
1999-04-06,13.79,34.5026,28.4445,46.619,0.0,0.0
1999-04-07,13.9,44.4303,33.7731,65.7448,0.0,0.0
1999-04-08,14.6,60.08,42.5421,95.1559,0.0,0.0
1999-04-09,14.28,59.63,48.2381,82.414,0.0,0.0
1999-04-12,14.03,52.7163,49.7308,58.6874,0.0,0.0
1999-04-13,14.21,52.8691,50.7769,57.0535,0.0,0.0
1999-04-14,14.06,47.8511,49.8016,43.95,-1.0,0.0
1999-04-15,13.9,36.6626,45.422,19.144,0.0,0.0
1999-04-16,13.89,28.8862,39.91,6.8385,0.0,0.0
1999-04-19,13.75,19.5719,33.1307,-7.5455,0.0,0.0
1999-04-20,13.84,17.2904,27.8506,-3.83,0.0,0.0
1999-04-21,13.64,12.638,22.7797,-7.6454,0.0,0.0
1999-04-22,13.47,12.7264,19.4286,-0.678,0.0,0.0
1999-04-23,13.76,20.5811,19.8128,22.1176,1.0,0.0
1999-04-26,13.37,15.5899,18.4051,9.9593,-1.0,0.0
1999-04-27,13.13,11.1745,15.9949,1.5336,0.0,0.0
1999-04-28,13.21,10.3142,14.1014,2.74,0.0,0.0
1999-04-29,13.3,12.0845,13.4291,9.3953,0.0,0.0
1999-04-30,13.4,15.8688,14.2423,19.1218,1.0,1.0
1999-05-04,13.28,15.2667,14.5838,16.6326,0.0,0.0
1999-05-05,13.17,12.0007,13.7228,8.5566,-1.0,0.0
1999-05-06,13.4,15.813,14.4195,18.5999,1.0,1.0
1999-05-07,13.1,11.4078,13.4156,7.3922,-1.0,0.0
1999-05-10,12.78,13.8552,13.5621,14.4413,1.0,1.0
1999-05-11,12.87,18.6118,15.2454,25.3447,0.0,0.0
1999-05-12,12.94,24.2134,18.2347,36.1708,0.0,0.0
1999-05-13,12.7,19.6145,18.6946,21.4542,0.0,0.0
1999-05-14,12.42,15.0878,17.4924,10.2787,-1.0,0.0
1999-05-17,12.28,14.503,16.4959,10.5172,0.0,0.0
1999-05-18,12.22,12.6316,15.2078,7.4792,0.0,0.0
1999-05-19,13.0,30.9775,20.4644,52.0037,1.0,0.0
1999-05-20,13.56,51.0683,30.6657,91.8736,0.0,0.0
1999-05-21,13.6,59.0455,40.1256,96.8854,0.0,0.0
1999-05-24,14.17,71.3081,50.5198,112.8848,0.0,0.0
1999-05-25,13.93,74.411,58.4835,106.2659,0.0,0.0
1999-05-26,15.32,82.9407,66.6359,115.5502,0.0,0.0
1999-05-27,16.85,88.6271,73.9663,117.9487,0.0,0.0
1999-05-28,0.0,59.0847,69.0058,39.2426,-1.0,0.0
1999-05-31,18.54,72.7232,70.2449,77.6797,1.0,0.0
1999-06-01,20.1,81.4059,73.9653,96.2873,0.0,0.0
1999-06-02,20.25,84.7998,77.5768,99.2459,0.0,0.0
1999-06-03,19.88,86.5046,80.5527,98.4083,0.0,0.0
1999-06-04,20.29,88.2592,83.1215,98.5345,0.0,0.0
1999-06-07,21.09,90.635,85.626,100.653,0.0,0.0
1999-06-08,20.65,91.5556,87.6025,99.4616,0.0,0.0
1999-06-09,20.67,92.1994,89.1348,98.3286,0.0,0.0
1999-06-10,20.68,81.5643,86.6113,71.4703,-1.0,-1.0
1999-06-11,20.59,73.2359,82.1528,55.4019,0.0,0.0
1999-06-14,20.65,59.8576,74.7211,30.1306,0.0,0.0
1999-06-15,20.62,50.5903,66.6775,18.4159,0.0,0.0
1999-06-16,21.32,51.4547,61.6032,31.1577,0.0,0.0
1999-06-17,22.48,63.7004,62.3023,66.4967,1.0,0.0
1999-06-18,22.14,65.7889,63.4645,70.4377,0.0,0.0
1999-06-21,22.3,69.0015,65.3102,76.3841,0.0,0.0
1999-06-22,21.87,65.4454,65.3553,65.6258,0.0,0.0
1999-06-23,23.25,71.7847,67.4984,80.3573,0.0,0.0
1999-06-24,25.58,81.1898,72.0622,99.445,0.0,0.0
1999-06-25,25.86,77.8152,73.9799,85.4859,0.0,0.0
1999-06-28,28.18,85.1218,77.6939,99.9778,0.0,0.0
1999-06-29,28.49,86.4354,80.6077,98.0908,0.0,0.0
1999-06-30,27.54,83.1088,81.4414,86.4437,0.0,0.0
1999-07-01,26.94,78.3595,80.4141,74.2502,-1.0,0.0
1999-07-02,26.77,74.4759,78.4347,66.5584,0.0,0.0
1999-07-05,25.14,64.2751,73.7148,45.3957,0.0,0.0
1999-07-06,23.04,43.213,63.5476,2.5438,0.0,0.0
1999-07-07,24.19,35.628,54.241,-1.5981,0.0,0.0
1999-07-08,23.82,28.6884,45.7235,-5.3818,0.0,0.0
1999-07-09,23.73,23.604,38.3503,-5.8887,0.0,0.0
1999-07-12,22.14,17.1681,31.2896,-11.0749,0.0,0.0
1999-07-13,20.59,11.8454,24.8082,-14.0802,0.0,0.0
1999-07-14,21.41,11.9414,20.5192,-5.2144,0.0,0.0
1999-07-15,21.0,10.5329,17.1905,-2.7821,0.0,0.0
1999-07-16,20.6,7.7795,14.0535,-4.7684,0.0,0.0
1999-07-19,19.22,6.5469,11.5513,-3.4619,0.0,0.0
1999-07-20,21.14,18.0367,13.7131,26.6839,1.0,1.0
1999-07-21,22.99,38.8346,22.0869,72.3301,0.0,0.0
1999-07-22,21.79,46.0142,30.0627,77.9173,0.0,0.0
1999-07-23,22.13,55.4664,38.5306,89.338,0.0,0.0
1999-07-26,22.0,60.7762,45.9458,90.4371,0.0,0.0
1999-07-27,21.92,63.7059,51.8658,87.386,0.0,0.0
1999-07-28,22.01,66.3455,56.6924,85.6517,0.0,0.0
1999-07-29,22.06,68.4866,60.6238,84.2123,0.0,0.0
1999-07-30,22.1,70.2192,63.8223,83.013,0.0,0.0
1999-08-02,22.91,71.7691,66.4712,82.365,0.0,0.0
1999-08-03,22.73,69.6611,67.5345,73.9143,0.0,0.0
1999-08-04,22.95,72.0952,69.0547,78.1761,0.0,0.0
1999-08-05,22.69,68.4338,68.8478,67.6059,-1.0,0.0
1999-08-06,22.47,61.9188,66.5381,52.6803,0.0,0.0
1999-08-09,21.88,43.7332,58.9365,13.3267,0.0,0.0
1999-08-10,21.45,30.3163,49.3964,-7.8439,0.0,0.0
1999-08-11,21.19,21.7982,40.197,-14.9995,0.0,0.0
1999-08-12,21.37,18.7168,33.037,-9.9234,0.0,0.0
1999-08-13,21.36,16.8804,27.6514,-4.6617,0.0,0.0
1999-08-16,0.0,11.2536,22.1855,-10.6102,0.0,0.0
1999-08-17,21.93,38.6088,27.6599,60.5065,1.0,0.0
1999-08-18,22.0,56.9449,37.4216,95.9914,0.0,0.0
1999-08-19,23.94,70.9384,48.5939,115.6276,0.0,0.0
1999-08-20,23.7,79.8026,58.9968,121.4142,0.0,0.0
1999-08-23,24.0,85.7221,67.9052,121.3558,0.0,0.0
1999-08-24,24.06,89.7497,75.1867,118.8756,0.0,0.0
1999-08-25,23.61,91.825,80.7328,114.0094,0.0,0.0
1999-08-26,23.82,93.4931,84.9862,110.5068,0.0,0.0
1999-08-27,24.07,89.7137,86.562,96.017,0.0,0.0
1999-08-30,24.78,89.057,87.3937,92.3837,0.0,0.0
1999-08-31,24.65,86.6149,87.1341,85.5766,-1.0,-1.0
1999-09-01,23.87,66.6201,80.2961,39.2681,0.0,0.0
1999-09-02,24.11,58.4759,73.0227,29.3823,0.0,0.0
1999-09-03,23.6,44.1923,63.4126,5.7517,0.0,0.0
1999-09-06,23.49,32.7601,53.1951,-8.1098,0.0,0.0
1999-09-07,23.65,27.9165,44.7689,-5.7883,0.0,0.0
1999-09-08,23.8,27.2915,38.9431,3.9884,0.0,0.0
1999-09-09,25.2,46.3425,41.4096,56.2084,1.0,0.0
1999-09-10,24.72,51.932,44.9171,65.962,0.0,0.0
1999-09-13,24.72,55.6584,48.4975,69.9802,0.0,0.0
1999-09-14,24.52,55.1797,50.7249,64.0892,0.0,0.0
1999-09-15,24.47,54.1198,51.8565,58.6463,0.0,0.0
1999-09-16,24.34,51.4873,51.7334,50.9949,-1.0,0.0
1999-09-17,24.27,46.9462,50.1377,40.5632,0.0,0.0
1999-09-20,24.02,37.7887,46.0214,21.3234,0.0,0.0
1999-09-21,23.81,30.0944,40.7124,8.8585,0.0,0.0
1999-09-22,23.79,24.6607,35.3618,3.2583,0.0,0.0
1999-09-23,23.96,26.1807,32.3014,13.9392,0.0,0.0
1999-09-24,24.01,28.7151,31.106,23.9332,0.0,0.0
1999-09-27,23.81,27.1434,29.7851,21.8599,0.0,0.0
1999-09-28,23.63,23.0543,27.5415,14.0798,0.0,0.0
1999-09-29,23.69,21.9811,25.688,14.5672,0.0,0.0
1999-09-30,23.29,17.2731,22.883,6.0532,0.0,0.0
1999-10-08,22.63,13.4478,19.738,0.8674,0.0,0.0
1999-10-11,22.21,10.0536,16.5098,-2.8588,0.0,0.0
1999-10-12,22.47,11.3283,14.7826,4.4195,0.0,0.0
1999-10-13,21.92,8.6431,12.7361,0.457,0.0,0.0
1999-10-14,21.79,8.5207,11.331,2.9001,0.0,0.0
1999-10-15,22.67,19.7685,14.1435,31.0185,1.0,1.0
1999-10-18,21.65,15.0309,14.4393,16.214,0.0,0.0
1999-10-19,21.04,11.5308,13.4698,7.6529,-1.0,0.0
1999-10-20,21.59,17.4744,14.8047,22.814,1.0,1.0
1999-10-21,21.13,15.3004,14.9699,15.9614,0.0,0.0
1999-10-22,21.93,28.2705,19.4034,46.0045,0.0,0.0
1999-10-25,21.49,29.1978,22.6682,42.2571,0.0,0.0
1999-10-26,21.87,36.4828,27.2731,54.9022,0.0,0.0
1999-10-27,22.2,47.1289,33.8917,73.6032,0.0,0.0
1999-10-28,21.79,47.0333,38.2722,64.5554,0.0,0.0
1999-10-29,21.58,43.2853,39.9433,49.9695,0.0,0.0
1999-11-01,21.39,36.0791,38.6552,30.9269,-1.0,0.0
1999-11-02,21.99,42.3861,39.8988,47.3606,1.0,0.0
1999-11-03,21.99,46.5907,42.1295,55.5132,0.0,0.0
1999-11-04,21.76,42.6884,42.3158,43.4336,0.0,0.0
